url,status,final_url,redirected,response_time,error
https://ydcleaning.com.au/services/bond-cleaning-adelaide-ridgehaven/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-ridgehaven/,False,2.05,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-rose-park/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-rose-park/,False,2.05,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-royal-park/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-royal-park/,False,1.9,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-salisbury-east/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-salisbury-east/,False,1.92,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-salisbury/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-salisbury/,False,1.92,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-seacliff/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-seacliff/,False,1.92,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-sefton-park/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-sefton-park/,False,1.91,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-semaphore/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-semaphore/,False,1.89,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-south-adelaide/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-south-adelaide/,False,1.9,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-st-agnes/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-st-agnes/,False,1.87,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-stirling/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-stirling/,False,2.01,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-tea-tree-gully/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-tea-tree-gully/,False,1.88,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-toorak-gardens/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-toorak-gardens/,False,1.98,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-unley-park/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-unley-park/,False,1.96,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-unley/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-unley/,False,1.96,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-victor-harbor/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-victor-harbor/,False,1.95,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-vista/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-vista/,False,2.16,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-west-adelaide/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-west-adelaide/,False,2.3,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-west-beach/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-west-beach/,False,2.31,
https://ydcleaning.com.au/services/bond-cleaning-adelaide/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide/,False,3.2,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-adelaide-cbd/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-adelaide-cbd/,False,2.38,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-aldgate/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-aldgate/,False,2.35,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-aldinga/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-aldinga/,False,2.4,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-beaumont/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-beaumont/,False,2.39,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-bridgewater/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-bridgewater/,False,2.4,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-brighton/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-brighton/,False,2.39,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-burnside/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-burnside/,False,2.31,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-christies-beach/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-christies-beach/,False,2.12,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-clearview/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-clearview/,False,1.99,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-collinswood/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-collinswood/,False,1.99,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-dulwich/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-dulwich/,False,1.92,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-east-adelaide/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-east-adelaide/,False,1.84,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-enfield/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-enfield/,False,1.79,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-fairview-park/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-fairview-park/,False,1.8,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-findon/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-findon/,False,1.78,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-gawler/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-gawler/,False,1.84,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-gepps-cross/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-gepps-cross/,False,1.9,
https://ydcleaning.com.au/services/builders-cleaning-adelaide-glenelg/,200,https://ydcleaning.com.au/services/builders-cleaning-adelaide-glenelg/,False,1.87,
